user_id,date,exercise_name,exercise_type,duration_minutes,calories_burned,timestamp
user_0003,2025-10-27,Morning Run,cardio,56,344,2025-10-27T11:49:24.013913
user_0003,2025-10-31,Weight Lifting,strength,44,252,2025-10-31T06:51:24.013913
user_0003,2025-10-31,Tai Chi,flexibility,43,171,2025-10-31T17:03:24.013913
user_0003,2025-11-04,Squats,strength,47,266,2025-11-04T18:54:24.013913
user_0003,2025-11-04,Push-ups,strength,39,225,2025-11-04T06:21:24.013913
user_0003,2025-11-08,Walking,cardio,38,340,2025-11-08T16:09:24.013913
user_0003,2025-11-10,Bench Press,strength,18,104,2025-11-10T11:30:24.013913
user_0003,2025-11-18,Tai Chi,flexibility,55,131,2025-11-18T09:57:24.013913
user_0004,2025-08-25,Volleyball,sports,58,562,2025-08-25T13:22:24.013913
user_0004,2025-08-25,Deadlifts,strength,38,78,2025-08-25T20:43:24.013913
user_0004,2025-08-27,Squats,strength,36,138,2025-08-27T17:32:24.013913
user_0004,2025-08-30,Stretching,flexibility,68,184,2025-08-30T14:17:24.013913
user_0004,2025-08-30,Pilates,flexibility,42,115,2025-08-30T21:10:24.013913
user_0004,2025-08-31,Elliptical,cardio,77,519,2025-08-31T21:20:24.013913
user_0004,2025-08-31,Elliptical,cardio,52,442,2025-08-31T20:44:24.013913
user_0004,2025-09-01,Push-ups,strength,64,420,2025-09-01T12:35:24.013913
user_0004,2025-09-03,Swimming,cardio,33,337,2025-09-03T14:18:24.013913
user_0004,2025-09-05,Yoga,flexibility,42,84,2025-09-05T11:43:24.013913
user_0004,2025-09-06,Push-ups,strength,10,52,2025-09-06T11:55:24.013913
user_0004,2025-09-06,Tai Chi,flexibility,33,103,2025-09-06T10:41:24.013913
user_0004,2025-09-07,Badminton,sports,33,172,2025-09-07T15:51:24.013913
user_0004,2025-09-08,Weight Lifting,strength,61,187,2025-09-08T16:33:24.013913
user_0004,2025-09-09,Morning Run,cardio,36,203,2025-09-09T10:17:24.013913
user_0004,2025-09-10,Badminton,sports,53,758,2025-09-10T16:43:24.013913
user_0004,2025-09-11,Morning Run,cardio,30,238,2025-09-11T19:05:24.013913
user_0004,2025-09-17,Foam Rolling,flexibility,43,101,2025-09-17T17:40:24.013913
user_0004,2025-09-17,Cycling,cardio,46,410,2025-09-17T21:29:24.013913
user_0004,2025-09-19,Basketball,sports,50,701,2025-09-19T20:00:24.013913
user_0004,2025-09-21,Tai Chi,flexibility,44,154,2025-09-21T19:02:24.013913
user_0004,2025-09-22,Squats,strength,44,290,2025-09-22T07:50:24.013913
user_0004,2025-09-22,Elliptical,cardio,38,226,2025-09-22T17:01:24.013913
user_0004,2025-09-23,Tai Chi,flexibility,40,167,2025-09-23T21:49:24.013913
user_0004,2025-09-23,Tai Chi,flexibility,29,82,2025-09-23T14:59:24.013913
user_0004,2025-09-24,Deadlifts,strength,30,163,2025-09-24T20:59:24.013913
user_0004,2025-09-25,Volleyball,sports,64,603,2025-09-25T20:10:24.013913
user_0004,2025-09-26,Walking,cardio,50,566,2025-09-26T18:32:24.013913
user_0004,2025-09-26,Stretching,flexibility,32,91,2025-09-26T17:33:24.013913
user_0004,2025-09-27,Squats,strength,29,234,2025-09-27T13:36:24.013913
user_0004,2025-09-28,Deadlifts,strength,56,433,2025-09-28T10:43:24.013913
user_0004,2025-10-01,Badminton,sports,23,177,2025-10-01T07:00:24.013913
user_0004,2025-10-04,Tai Chi,flexibility,23,78,2025-10-04T21:13:24.013913
user_0004,2025-10-05,Walking,cardio,57,404,2025-10-05T20:59:24.013913
user_0004,2025-10-06,Deadlifts,strength,76,428,2025-10-06T19:23:24.013913
user_0004,2025-10-08,Swimming,cardio,60,533,2025-10-08T15:04:24.013913
user_0004,2025-10-10,Pilates,flexibility,39,61,2025-10-10T19:06:24.013913
user_0004,2025-10-12,Morning Run,cardio,32,318,2025-10-12T20:40:24.013913
user_0004,2025-10-13,Push-ups,strength,70,432,2025-10-13T22:12:24.013913
user_0004,2025-10-13,Swimming,cardio,56,506,2025-10-13T13:21:24.013913
user_0004,2025-10-14,Walking,cardio,43,228,2025-10-14T19:33:24.013913
user_0004,2025-10-15,Weight Lifting,strength,55,297,2025-10-15T14:03:24.013913
user_0004,2025-10-16,Badminton,sports,25,332,2025-10-16T12:35:24.013913
user_0004,2025-10-17,Tennis,sports,46,372,2025-10-17T17:16:24.013913
user_0004,2025-10-18,Morning Run,cardio,59,495,2025-10-18T07:57:24.013913
user_0004,2025-10-18,Deadlifts,strength,28,145,2025-10-18T06:55:24.013913
user_0004,2025-10-19,Pilates,flexibility,45,152,2025-10-19T07:26:24.013913
user_0004,2025-10-19,Swimming,cardio,76,395,2025-10-19T21:01:24.013913
user_0004,2025-10-21,Elliptical,cardio,44,435,2025-10-21T08:38:24.013913
user_0004,2025-10-21,Stretching,flexibility,39,150,2025-10-21T07:54:24.013913
user_0004,2025-10-23,Pilates,flexibility,10,50,2025-10-23T16:03:24.013913
user_0004,2025-10-24,Cycling,cardio,14,159,2025-10-24T21:40:24.013913
user_0004,2025-10-25,Stretching,flexibility,31,98,2025-10-25T06:50:24.013913
user_0004,2025-10-26,Push-ups,strength,61,436,2025-10-26T22:44:24.013913
user_0004,2025-10-27,Elliptical,cardio,31,109,2025-10-27T07:41:24.013913
user_0004,2025-10-28,Tennis,sports,54,837,2025-10-28T11:34:24.013913
user_0004,2025-10-30,Tai Chi,flexibility,53,152,2025-10-30T18:45:24.013913
user_0004,2025-10-31,Basketball,sports,35,355,2025-10-31T14:26:24.013913
user_0004,2025-11-01,Push-ups,strength,41,264,2025-11-01T19:58:24.013913
user_0004,2025-11-03,Walking,cardio,67,536,2025-11-03T08:49:24.013913
user_0004,2025-11-04,Tennis,sports,43,303,2025-11-04T13:01:24.013913
user_0004,2025-11-06,Deadlifts,strength,23,165,2025-11-06T19:51:24.013913
user_0004,2025-11-06,Deadlifts,strength,35,223,2025-11-06T12:53:24.013913
user_0004,2025-11-09,Soccer,sports,37,488,2025-11-09T16:09:24.013913
user_0004,2025-11-10,Cycling,cardio,28,248,2025-11-10T07:56:24.013913
user_0004,2025-11-13,Push-ups,strength,63,298,2025-11-13T06:40:24.013913
user_0004,2025-11-15,Push-ups,strength,60,507,2025-11-15T08:50:24.013913
user_0004,2025-11-16,Volleyball,sports,61,593,2025-11-16T19:05:24.013913
user_0004,2025-11-17,Morning Run,cardio,35,253,2025-11-17T09:10:24.013913
user_0004,2025-11-17,Badminton,sports,80,912,2025-11-17T18:04:24.013913
user_0004,2025-11-18,Yoga,flexibility,54,134,2025-11-18T16:08:24.013913
user_0004,2025-11-19,Pilates,flexibility,42,108,2025-11-19T07:46:24.013913
user_0004,2025-11-21,Squats,strength,54,313,2025-11-21T09:59:24.013913
user_0005,2025-08-24,Swimming,cardio,40,245,2025-08-24T21:29:24.013913
user_0005,2025-09-05,Badminton,sports,44,471,2025-09-05T11:00:24.013913
user_0005,2025-09-06,Yoga,flexibility,32,91,2025-09-06T11:09:24.013913
user_0005,2025-09-07,Walking,cardio,28,229,2025-09-07T10:41:24.013913
user_0005,2025-09-07,Bench Press,strength,43,413,2025-09-07T07:50:24.013913
user_0005,2025-09-08,Push-ups,strength,39,223,2025-09-08T07:24:24.013913
user_0005,2025-09-09,Foam Rolling,flexibility,36,119,2025-09-09T14:48:24.013913
user_0005,2025-09-09,Deadlifts,strength,37,252,2025-09-09T09:03:24.013913
user_0005,2025-09-10,Basketball,sports,60,625,2025-09-10T08:24:24.013913
user_0005,2025-09-12,Foam Rolling,flexibility,61,127,2025-09-12T17:16:24.013913
user_0005,2025-09-16,Elliptical,cardio,28,79,2025-09-16T08:59:24.013913
user_0005,2025-09-17,Tai Chi,flexibility,45,94,2025-09-17T07:08:24.013913
user_0005,2025-09-20,Bench Press,strength,54,414,2025-09-20T10:45:24.013913
user_0005,2025-09-21,Tennis,sports,36,209,2025-09-21T06:29:24.013913
user_0005,2025-09-21,Badminton,sports,49,386,2025-09-21T11:05:24.013913
user_0005,2025-09-23,Yoga,flexibility,44,155,2025-09-23T21:38:24.013913
user_0005,2025-09-24,Badminton,sports,68,758,2025-09-24T18:04:24.013913
user_0005,2025-09-24,Badminton,sports,36,243,2025-09-24T18:24:24.013913
user_0005,2025-09-28,Elliptical,cardio,39,319,2025-09-28T10:08:24.013913
user_0005,2025-09-28,Push-ups,strength,46,284,2025-09-28T12:29:24.013913
user_0005,2025-10-02,Squats,strength,38,190,2025-10-02T10:52:24.013913
user_0005,2025-10-03,Cycling,cardio,40,366,2025-10-03T12:38:24.013913
user_0005,2025-10-05,Tai Chi,flexibility,34,109,2025-10-05T09:49:24.013913
user_0005,2025-10-05,Tennis,sports,49,386,2025-10-05T08:45:24.013913
user_0005,2025-10-07,Squats,strength,24,147,2025-10-07T17:11:24.013913
user_0005,2025-10-08,Push-ups,strength,33,224,2025-10-08T18:19:24.013913
user_0005,2025-10-09,Foam Rolling,flexibility,59,159,2025-10-09T15:35:24.013913
user_0005,2025-10-10,Yoga,flexibility,14,50,2025-10-10T14:36:24.013913
user_0005,2025-10-11,Pilates,flexibility,48,155,2025-10-11T08:34:24.013913
user_0005,2025-10-12,Pilates,flexibility,54,112,2025-10-12T14:35:24.013913
user_0005,2025-10-12,Stretching,flexibility,62,216,2025-10-12T19:53:24.013913
user_0005,2025-10-17,Squats,strength,43,298,2025-10-17T09:37:24.013913
user_0005,2025-10-18,Stretching,flexibility,45,132,2025-10-18T12:51:24.013913
user_0005,2025-10-19,Cycling,cardio,38,416,2025-10-19T14:09:24.013913
user_0005,2025-10-19,Volleyball,sports,50,490,2025-10-19T22:10:24.013913
user_0005,2025-10-20,Soccer,sports,22,159,2025-10-20T13:44:24.013913
user_0005,2025-10-25,Morning Run,cardio,24,154,2025-10-25T13:28:24.013913
user_0005,2025-10-29,Morning Run,cardio,51,532,2025-10-29T21:19:24.013913
user_0005,2025-10-30,Cycling,cardio,49,435,2025-10-30T11:21:24.013913
user_0005,2025-10-31,Walking,cardio,46,327,2025-10-31T20:47:24.013913
user_0005,2025-11-02,Foam Rolling,flexibility,51,145,2025-11-02T07:12:24.013913
user_0005,2025-11-05,Push-ups,strength,37,171,2025-11-05T20:48:24.013913
user_0005,2025-11-08,Deadlifts,strength,63,169,2025-11-08T12:59:24.013913
user_0005,2025-11-11,Cycling,cardio,29,197,2025-11-11T08:12:24.013913
user_0005,2025-11-15,Deadlifts,strength,31,185,2025-11-15T10:23:24.013913
user_0005,2025-11-18,Yoga,flexibility,45,137,2025-11-18T22:32:24.013913
user_0005,2025-11-20,Soccer,sports,17,145,2025-11-20T19:59:24.013913
user_0006,2025-08-24,Pilates,flexibility,46,125,2025-08-24T11:13:24.013913
user_0006,2025-08-25,Volleyball,sports,53,394,2025-08-25T07:05:24.013913
user_0006,2025-08-26,Cycling,cardio,60,306,2025-08-26T14:09:24.013913
user_0006,2025-08-27,Swimming,cardio,57,356,2025-08-27T14:49:24.013913
user_0006,2025-08-28,Volleyball,sports,61,813,2025-08-28T11:36:24.013913
user_0006,2025-08-30,Stretching,flexibility,38,85,2025-08-30T10:31:24.013913
user_0006,2025-08-31,Bench Press,strength,30,187,2025-08-31T10:35:24.013913
user_0006,2025-09-01,Yoga,flexibility,35,109,2025-09-01T22:12:24.013913
user_0006,2025-09-01,Morning Run,cardio,48,383,2025-09-01T16:36:24.013913
user_0006,2025-09-02,Bench Press,strength,44,210,2025-09-02T17:31:24.013913
user_0006,2025-09-05,Squats,strength,41,222,2025-09-05T11:36:24.013913
user_0006,2025-09-06,Swimming,cardio,29,217,2025-09-06T17:53:24.013913
user_0006,2025-09-06,Stretching,flexibility,46,142,2025-09-06T19:56:24.013913
user_0006,2025-09-07,Yoga,flexibility,37,105,2025-09-07T17:24:24.013913
user_0006,2025-09-08,Cycling,cardio,45,444,2025-09-08T20:29:24.013913
user_0006,2025-09-09,Weight Lifting,strength,48,314,2025-09-09T08:12:24.013913
user_0006,2025-09-11,Tennis,sports,27,236,2025-09-11T18:48:24.013913
user_0006,2025-09-14,Tai Chi,flexibility,24,56,2025-09-14T22:18:24.013913
user_0006,2025-09-17,Badminton,sports,64,620,2025-09-17T06:52:24.013913
user_0006,2025-09-18,Squats,strength,63,544,2025-09-18T22:35:24.013913
user_0006,2025-09-20,Badminton,sports,25,227,2025-09-20T15:26:24.013913
user_0006,2025-09-21,Deadlifts,strength,26,143,2025-09-21T22:22:24.013913
user_0006,2025-09-21,Foam Rolling,flexibility,46,140,2025-09-21T11:32:24.013913
user_0006,2025-09-22,Elliptical,cardio,43,335,2025-09-22T06:45:24.013913
user_0006,2025-09-23,Bench Press,strength,41,186,2025-09-23T08:43:24.013913
user_0006,2025-09-24,Soccer,sports,20,209,2025-09-24T18:11:24.013913
user_0006,2025-09-25,Elliptical,cardio,31,292,2025-09-25T21:03:24.013913
user_0006,2025-09-26,Basketball,sports,30,201,2025-09-26T14:19:24.013913
user_0006,2025-09-27,Push-ups,strength,10,64,2025-09-27T20:02:24.013913
user_0006,2025-09-28,Deadlifts,strength,55,302,2025-09-28T07:23:24.013913
user_0006,2025-09-29,Yoga,flexibility,57,156,2025-09-29T08:26:24.013913
user_0006,2025-09-30,Squats,strength,64,382,2025-09-30T11:29:24.013913
user_0006,2025-10-01,Bench Press,strength,41,269,2025-10-01T18:35:24.013913
user_0006,2025-10-03,Foam Rolling,flexibility,25,80,2025-10-03T19:33:24.013913
user_0006,2025-10-04,Squats,strength,38,181,2025-10-04T11:02:24.013913
user_0006,2025-10-06,Soccer,sports,45,50,2025-10-06T19:06:24.013913
user_0006,2025-10-07,Deadlifts,strength,67,328,2025-10-07T07:15:24.013913
user_0006,2025-10-08,Volleyball,sports,37,378,2025-10-08T07:12:24.013913
user_0006,2025-10-09,Push-ups,strength,34,206,2025-10-09T18:28:24.013913
user_0006,2025-10-10,Foam Rolling,flexibility,24,62,2025-10-10T14:41:24.013913
user_0006,2025-10-11,Squats,strength,56,263,2025-10-11T12:52:24.013913
user_0006,2025-10-11,Walking,cardio,35,280,2025-10-11T12:44:24.013913
user_0006,2025-10-12,Tennis,sports,60,549,2025-10-12T06:13:24.013913
user_0006,2025-10-13,Squats,strength,35,191,2025-10-13T16:56:24.013913
user_0006,2025-10-14,Tennis,sports,85,707,2025-10-14T15:00:24.013913
user_0006,2025-10-16,Deadlifts,strength,28,217,2025-10-16T18:55:24.013913
user_0006,2025-10-17,Cycling,cardio,49,523,2025-10-17T13:26:24.013913
user_0006,2025-10-18,Deadlifts,strength,41,293,2025-10-18T16:41:24.013913
user_0006,2025-10-19,Morning Run,cardio,42,420,2025-10-19T13:35:24.013913
user_0006,2025-10-20,Morning Run,cardio,49,355,2025-10-20T22:37:24.013913
user_0006,2025-10-20,Push-ups,strength,79,286,2025-10-20T15:43:24.013913
user_0006,2025-10-21,Push-ups,strength,72,494,2025-10-21T09:30:24.013913
user_0006,2025-10-22,Morning Run,cardio,38,303,2025-10-22T15:02:24.013913
user_0006,2025-10-23,Morning Run,cardio,43,337,2025-10-23T07:20:24.013913
user_0006,2025-10-24,Pilates,flexibility,45,139,2025-10-24T19:39:24.013913
user_0006,2025-10-25,Weight Lifting,strength,44,333,2025-10-25T19:11:24.013913
user_0006,2025-10-25,Bench Press,strength,55,472,2025-10-25T19:39:24.013913
user_0006,2025-10-26,Soccer,sports,25,203,2025-10-26T15:43:24.013913
user_0006,2025-10-27,Yoga,flexibility,33,129,2025-10-27T06:43:24.013913
user_0006,2025-10-28,Swimming,cardio,14,99,2025-10-28T06:17:24.013913
user_0006,2025-10-28,Morning Run,cardio,65,476,2025-10-28T15:33:24.013913
user_0006,2025-10-29,Foam Rolling,flexibility,13,50,2025-10-29T06:44:24.013913
user_0006,2025-10-30,Morning Run,cardio,35,253,2025-10-30T21:48:24.013913
user_0006,2025-10-31,Badminton,sports,67,438,2025-10-31T20:07:24.013913
user_0006,2025-11-01,Yoga,flexibility,47,147,2025-11-01T12:00:24.013913
user_0006,2025-11-02,Badminton,sports,45,315,2025-11-02T07:54:24.013913
user_0006,2025-11-02,Tennis,sports,41,543,2025-11-02T20:29:24.013913
user_0006,2025-11-04,Walking,cardio,49,260,2025-11-04T15:56:24.013913
user_0006,2025-11-05,Soccer,sports,19,124,2025-11-05T15:21:24.013913
user_0006,2025-11-06,Squats,strength,37,239,2025-11-06T18:51:24.013913
user_0006,2025-11-07,Deadlifts,strength,55,327,2025-11-07T19:11:24.013913
user_0006,2025-11-08,Yoga,flexibility,65,166,2025-11-08T12:07:24.013913
user_0006,2025-11-09,Badminton,sports,13,201,2025-11-09T22:32:24.013913
user_0006,2025-11-11,Morning Run,cardio,36,389,2025-11-11T15:48:24.013913
user_0006,2025-11-11,Bench Press,strength,45,290,2025-11-11T08:14:24.013913
user_0006,2025-11-12,Foam Rolling,flexibility,42,171,2025-11-12T12:57:24.013913
user_0006,2025-11-13,Squats,strength,10,73,2025-11-13T20:24:24.013913
user_0006,2025-11-14,Tennis,sports,62,399,2025-11-14T06:31:24.013913
user_0006,2025-11-15,Volleyball,sports,30,216,2025-11-15T18:23:24.013913
user_0006,2025-11-16,Swimming,cardio,57,406,2025-11-16T16:58:24.013913
user_0006,2025-11-17,Volleyball,sports,69,325,2025-11-17T08:35:24.013913
user_0006,2025-11-18,Bench Press,strength,38,235,2025-11-18T11:50:24.013913
user_0006,2025-11-19,Volleyball,sports,46,582,2025-11-19T21:35:24.013913
user_0006,2025-11-20,Elliptical,cardio,39,157,2025-11-20T06:03:24.013913
user_0006,2025-11-21,Squats,strength,54,318,2025-11-21T13:06:24.013913
user_0007,2025-09-07,Yoga,flexibility,30,108,2025-09-07T07:46:24.013913
user_0007,2025-09-09,Squats,strength,30,211,2025-09-09T10:41:24.013913
user_0007,2025-09-09,Weight Lifting,strength,38,259,2025-09-09T12:24:24.013913
user_0007,2025-09-10,Swimming,cardio,39,242,2025-09-10T22:35:24.013913
user_0007,2025-09-10,Tai Chi,flexibility,26,78,2025-09-10T07:40:24.013913
user_0007,2025-09-16,Deadlifts,strength,46,363,2025-09-16T06:07:24.013913
user_0007,2025-09-17,Tennis,sports,63,578,2025-09-17T17:23:24.013913
user_0007,2025-09-23,Walking,cardio,29,202,2025-09-23T09:25:24.013913
user_0007,2025-09-24,Squats,strength,45,188,2025-09-24T11:18:24.013913
user_0007,2025-09-26,Bench Press,strength,69,520,2025-09-26T14:02:24.013913
user_0007,2025-09-27,Bench Press,strength,47,314,2025-09-27T10:15:24.013913
user_0007,2025-10-08,Push-ups,strength,50,404,2025-10-08T19:18:24.013913
user_0007,2025-10-09,Cycling,cardio,66,740,2025-10-09T14:44:24.013913
user_0007,2025-10-15,Yoga,flexibility,50,164,2025-10-15T11:02:24.013913
user_0007,2025-10-21,Tai Chi,flexibility,58,120,2025-10-21T15:07:24.013913
user_0007,2025-10-31,Push-ups,strength,24,176,2025-10-31T10:11:24.013913
user_0007,2025-10-31,Yoga,flexibility,33,106,2025-10-31T15:03:24.013913
user_0007,2025-11-15,Squats,strength,66,478,2025-11-15T16:15:24.013913
user_0007,2025-11-18,Soccer,sports,44,279,2025-11-18T15:23:24.013913
user_0008,2025-08-24,Weight Lifting,strength,45,324,2025-08-24T16:14:24.013913
user_0008,2025-08-27,Morning Run,cardio,40,118,2025-08-27T12:32:24.013913
user_0008,2025-08-28,Elliptical,cardio,26,238,2025-08-28T08:28:24.013913
user_0008,2025-08-28,Squats,strength,51,220,2025-08-28T14:00:24.013913
user_0008,2025-08-29,Weight Lifting,strength,31,169,2025-08-29T21:11:24.013913
user_0008,2025-08-29,Yoga,flexibility,51,186,2025-08-29T19:45:24.013913
user_0008,2025-08-30,Walking,cardio,21,135,2025-08-30T16:58:24.013913
user_0008,2025-08-31,Foam Rolling,flexibility,71,191,2025-08-31T21:26:24.013913
user_0008,2025-09-02,Morning Run,cardio,48,277,2025-09-02T18:27:24.013913
user_0008,2025-09-03,Stretching,flexibility,58,206,2025-09-03T18:26:24.013913
user_0008,2025-09-03,Pilates,flexibility,78,221,2025-09-03T13:34:24.013913
user_0008,2025-09-04,Elliptical,cardio,22,157,2025-09-04T21:10:24.013913
user_0008,2025-09-05,Bench Press,strength,31,233,2025-09-05T21:43:24.013913
user_0008,2025-09-05,Bench Press,strength,54,397,2025-09-05T12:25:24.013913
user_0008,2025-09-06,Basketball,sports,17,191,2025-09-06T20:15:24.013913
user_0008,2025-09-07,Soccer,sports,39,623,2025-09-07T19:29:24.013913
user_0008,2025-09-08,Cycling,cardio,10,78,2025-09-08T13:46:24.013913
user_0008,2025-09-08,Cycling,cardio,46,330,2025-09-08T22:53:24.013913
user_0008,2025-09-09,Weight Lifting,strength,35,170,2025-09-09T22:31:24.013913
user_0008,2025-09-10,Tennis,sports,43,364,2025-09-10T11:40:24.013913
user_0008,2025-09-10,Push-ups,strength,40,180,2025-09-10T07:59:24.013913
user_0008,2025-09-11,Weight Lifting,strength,49,288,2025-09-11T06:13:24.013913
user_0008,2025-09-11,Elliptical,cardio,35,332,2025-09-11T10:53:24.013913
user_0008,2025-09-13,Bench Press,strength,51,246,2025-09-13T10:28:24.013913
user_0008,2025-09-13,Walking,cardio,67,244,2025-09-13T12:19:24.013913
user_0008,2025-09-14,Foam Rolling,flexibility,42,128,2025-09-14T18:34:24.013913
user_0008,2025-09-16,Tai Chi,flexibility,46,96,2025-09-16T07:14:24.013913
user_0008,2025-09-20,Yoga,flexibility,59,177,2025-09-20T16:58:24.013913
user_0008,2025-09-21,Walking,cardio,70,437,2025-09-21T07:22:24.013913
user_0008,2025-09-22,Stretching,flexibility,26,91,2025-09-22T08:19:24.013913
user_0008,2025-09-24,Morning Run,cardio,37,415,2025-09-24T21:07:24.013913
user_0008,2025-09-25,Badminton,sports,47,421,2025-09-25T07:19:24.013913
user_0008,2025-09-25,Weight Lifting,strength,79,289,2025-09-25T19:45:24.013913
user_0008,2025-09-26,Swimming,cardio,38,268,2025-09-26T10:16:24.013913
user_0008,2025-09-27,Weight Lifting,strength,53,389,2025-09-27T13:52:24.013913
user_0008,2025-09-28,Tai Chi,flexibility,41,115,2025-09-28T22:23:24.013913
user_0008,2025-09-30,Squats,strength,32,191,2025-09-30T21:27:24.013913
user_0008,2025-10-01,Foam Rolling,flexibility,47,98,2025-10-01T15:49:24.013913
user_0008,2025-10-03,Badminton,sports,62,891,2025-10-03T10:32:24.013913
user_0008,2025-10-04,Soccer,sports,42,422,2025-10-04T22:39:24.013913
user_0008,2025-10-04,Walking,cardio,58,345,2025-10-04T22:37:24.013913
user_0008,2025-10-06,Yoga,flexibility,67,204,2025-10-06T13:42:24.013913
user_0008,2025-10-07,Tennis,sports,30,221,2025-10-07T11:44:24.013913
user_0008,2025-10-08,Walking,cardio,35,254,2025-10-08T06:00:24.013913
user_0008,2025-10-09,Morning Run,cardio,22,241,2025-10-09T11:28:24.013913
user_0008,2025-10-11,Cycling,cardio,42,317,2025-10-11T16:39:24.013913
user_0008,2025-10-12,Bench Press,strength,49,216,2025-10-12T17:29:24.013913
user_0008,2025-10-13,Deadlifts,strength,51,309,2025-10-13T14:15:24.013913
user_0008,2025-10-14,Push-ups,strength,68,307,2025-10-14T10:52:24.013913
user_0008,2025-10-16,Weight Lifting,strength,38,203,2025-10-16T15:34:24.013913
user_0008,2025-10-16,Push-ups,strength,46,264,2025-10-16T08:18:24.013913
user_0008,2025-10-17,Walking,cardio,20,170,2025-10-17T15:18:24.013913
user_0008,2025-10-17,Foam Rolling,flexibility,51,142,2025-10-17T15:19:24.013913
user_0008,2025-10-18,Elliptical,cardio,61,378,2025-10-18T15:33:24.013913
user_0008,2025-10-18,Deadlifts,strength,50,277,2025-10-18T11:37:24.013913
user_0008,2025-10-20,Push-ups,strength,48,276,2025-10-20T13:02:24.013913
user_0008,2025-10-21,Elliptical,cardio,68,400,2025-10-21T11:09:24.013913
